transaction_id,customer_id,store_id,transaction_date,total_amount,customer_phone
T01403,C001035,S10,2025-02-08 15:00:30.820873,1673.79,+917416760621
T01404,C001679,S08,2023-12-13 23:13:12.820873,955.99,+916882593929
T01405,C000876,S02,2024-09-26 07:00:10.820873,1333.09,+918620258967
T01406,C001101,S03,2025-06-11 15:43:48.820873,162.69,+917549195708
T01407,C000527,S07,2025-03-11 20:28:07.820873,100.0,+918565778475
T01408,C000929,S05,2024-12-12 05:48:00.820873,2444.51,+919237360169
T01409,C001242,S08,2024-02-04 21:27:56.820873,273.91,+918102209245
T01410,C000280,S08,2024-06-10 14:57:59.820873,298.57,+917870403050
T01411,C001877,S04,2023-11-27 09:48:01.820873,1985.91,+919422102965
T01412,C001765,S09,2024-12-11 03:13:34.820873,786.41,+917962997637
T01413,C000829,S07,2024-12-31 22:55:07.820873,697.2,+917227279967
T01414,C000787,S08,2024-10-04 08:40:22.820873,5420.82,+919046558332
T01415,C001205,S02,2025-01-14 10:44:48.820873,186.38,+917351110867
T01416,C001888,S02,2024-12-22 05:55:34.820873,1228.33,+916948277118
T01417,C000333,S04,2025-02-11 18:37:36.820873,432.0,+919694387705
T01418,C001580,S06,2025-04-28 03:07:23.820873,556.86,+917176724393
T01419,C001301,S06,2025-11-05 11:26:02.820873,2525.42,+918145690670
T01420,C001334,S07,2025-01-30 18:19:06.820873,742.04,+919059405041
T01421,C000497,S08,2023-12-28 22:29:30.820873,769.66,+916393734347
T01422,C001293,S01,2025-11-07 08:49:44.820873,1461.19,+918577014150
T01423,C000303,S05,2025-08-04 01:54:58.820873,260.36,+918032638323
T01424,C001934,S03,2024-08-09 18:20:28.820873,147.37,+919270498955
T01425,C001234,S10,2025-10-01 15:12:37.820873,115.15,+916723175276
T01426,C000026,S02,2024-02-26 08:47:41.820873,100.0,+918730243887
T01427,C001458,S07,2025-01-04 06:40:28.820873,4757.36,+917604560177
T01428,C001996,S02,2025-05-06 16:12:28.820873,107.36,+917107263953
T01429,C001795,S07,2024-05-11 00:52:29.820873,309.36,+917228051310
T01430,C000518,S05,2025-04-19 04:44:46.820873,289.4,+917295492409
T01431,C001349,S07,2025-07-15 20:32:46.820873,583.41,+917165044057
T01432,C001504,S07,2024-02-22 13:18:41.820873,1073.72,+916213182609
T01433,C001303,S10,2024-11-09 14:31:44.820873,1132.94,+917550904983
T01434,C000551,S04,2025-01-03 20:33:02.820873,200.4,+919630851168
T01435,C000014,S03,2025-04-09 09:23:25.820873,330.12,+916398340369
T01436,C000199,S02,2025-11-06 00:32:46.820873,566.28,+918195475598
T01437,C001076,S07,2025-09-23 19:49:52.820873,299.34,+919862514132
T01438,C001502,S07,2024-05-15 15:45:20.820873,2776.13,+917139303499
T01439,C000768,S03,2025-11-12 14:13:26.820873,727.18,+919408900003
T01440,C000406,S08,2024-05-28 03:37:57.820873,974.43,+918455852189
T01441,C001943,S02,2025-02-27 05:58:48.820873,893.78,+916746679280
T01442,C001668,S04,2024-05-31 16:38:56.820873,1649.4,+916907055132
T01443,C000121,S03,2024-06-06 18:46:32.820873,501.31,+917057486868
T01444,C001848,S07,2025-02-17 08:09:19.820873,100.0,+918090810307
T01445,C001870,S10,2024-03-14 08:30:17.820873,651.73,+917536310375
T01446,C000341,S02,2024-09-18 12:27:12.820873,184.63,+918960826470
T01447,C000774,S02,2024-09-01 11:40:22.820873,213.93,+916557363168
T01448,C000701,S01,2025-07-14 17:52:52.820873,815.37,+918640587058
T01449,C000979,S08,2025-10-11 13:00:12.820873,1782.8,+916138372291
T01450,C000020,S01,2024-08-21 09:35:46.820873,413.86,+919802986287
T01451,C001363,S10,2024-01-04 12:51:32.820873,584.41,+916102693781
T01452,C000433,S09,2023-11-30 23:00:38.820873,3110.87,+916730074215
T01453,C001235,S09,2024-08-22 03:01:30.820873,538.56,+917242676804
T01454,C000970,S06,2025-08-03 00:58:08.820873,9154.67,+916509525588
T01455,C000690,S06,2025-10-21 21:49:26.820873,795.21,+917099184899
T01456,C000646,S04,2024-11-26 23:50:27.820873,100.0,+918878128023
T01457,C000776,S10,2024-01-20 22:17:44.820873,996.26,+919079206353
T01458,C001789,S06,2024-03-04 09:26:43.820873,637.4,+919051129498
T01459,C000936,S07,2024-04-13 10:16:04.820873,1896.38,+918964774623
T01460,C001233,S02,2025-05-19 19:30:29.820873,904.89,+917207250969
T01461,C001948,S04,2024-12-05 01:47:12.820873,341.67,+918091054466
T01462,C001267,S08,2025-05-04 00:22:28.820873,100.0,+919118096268
T01463,C001353,S04,2023-11-27 08:33:52.820873,313.93,+917721959126
T01464,C001962,S06,2023-12-11 08:24:29.820873,145.38,+916168323465
T01465,C000738,S01,2024-10-22 01:30:35.820873,201.01,+918962517290
T01466,C000479,S10,2025-04-02 23:54:09.820873,817.54,+919905790156
T01467,C001514,S10,2024-02-14 22:00:55.820873,2992.56,+918100654796
T01468,C000877,S08,2025-09-27 12:59:25.820873,647.82,+917058791632
T01469,C001504,S07,2024-09-19 07:26:22.820873,100.0,+916213182609
T01470,C000400,S03,2025-05-09 06:09:18.820873,687.82,+918490751945
T01471,C001608,S09,2023-12-25 13:59:18.820873,1695.88,+918751333497
T01472,C001020,S02,2024-09-27 05:18:44.820873,194.08,+919207821845
T01473,C001792,S08,2024-05-14 01:34:54.820873,343.5,+918414975110
T01474,C001956,S02,2025-03-31 05:01:05.820873,410.6,+918068098256
T01475,C000494,S04,2024-06-26 15:32:17.820873,157.29,+919872755741
T01476,C001543,S02,2024-03-11 01:10:01.820873,878.25,+917706626708
T01477,C001466,S01,2024-05-05 21:13:14.820873,348.93,+918858436754
T01478,C001849,S07,2024-09-05 17:21:24.820873,667.43,+919858090129
T01479,C001473,S05,2025-10-05 02:40:28.820873,139.07,+918747261955
T01480,C001949,S02,2025-10-04 14:16:32.820873,238.66,+916028336833
T01481,C001890,S09,2025-09-02 03:14:41.820873,959.93,+918881828165
T01482,C000186,S06,2024-07-10 06:18:12.820873,257.91,+917348257414
T01483,C001570,S10,2024-01-29 08:46:47.820873,3204.65,+919182333695
T01484,C000703,S07,2024-12-18 09:08:29.820873,249.74,+918853453016
T01485,C001316,S09,2025-02-12 17:49:46.820873,528.28,+918196036938
T01486,C000458,S05,2024-03-20 19:55:37.820873,1235.35,+917326856608
T01487,C000180,S02,2024-02-22 21:43:14.820873,100.0,+916496694873
T01488,C001517,S10,2024-06-02 13:33:37.820873,0.0,+919803162153
T01489,C001174,S06,2024-04-01 20:44:33.820873,100.0,+918216176949
T01490,C001954,S07,2025-07-05 09:23:39.820873,1835.55,+919080791678
T01491,C000637,S01,2025-07-20 04:50:01.820873,208.05,+918396433758
T01492,C000389,S07,2025-01-29 20:58:15.820873,8689.23,+918140506492
T01493,C001580,S06,2025-10-18 13:55:54.820873,204.98,+917176724393
T01494,C001065,S10,2025-07-19 17:25:15.820873,503.44,+918807773530
T01495,C000219,S07,2023-12-03 04:55:54.820873,2567.1,+917832837596
T01496,C001746,S08,2024-10-11 14:36:05.820873,4479.7,+916000728926
T01497,C001672,S05,2024-07-05 03:31:53.820873,4787.69,+919312492080
T01498,C001393,S08,2024-04-22 07:13:54.820873,1719.93,+916637045876
T01499,C000581,S03,2025-10-04 10:35:00.820873,1378.67,+919295741120
T01500,C001227,S06,2024-10-05 03:37:26.820873,821.42,+916901419863
T01501,C001411,S02,2024-08-30 06:13:50.820873,1026.63,+919529111904
T01502,C000980,S04,2025-04-12 19:56:45.820873,208.22,+918641075042
T01503,C001443,S07,2024-01-22 21:27:44.820873,151.13,+919021307114
T01504,C000313,S04,2024-07-10 11:14:48.820873,401.8,+917215470157
T01505,C001891,S03,2025-04-05 23:35:54.820873,328.91,+919656682429
T01506,C000613,S03,2023-12-16 05:16:58.820873,234.19,+916648357091
T01507,C000804,S06,2025-01-29 02:34:11.820873,930.45,+918074232200
T01508,C000714,S07,2024-12-27 11:56:53.820873,1269.48,+918345111169
T01509,C001082,S05,2024-09-07 16:26:10.820873,448.58,+916697718498
T01510,C001436,S09,2024-12-30 12:52:34.820873,2375.67,+918292179207
T01511,C000269,S06,2025-07-09 11:18:13.820873,102.51,+919070964768
T01512,C001741,S05,2025-03-06 09:10:03.820873,319.77,+917924568778
T01513,C000336,S10,2024-04-12 01:25:17.820873,170.68,+919275930923
T01514,C001426,S08,2024-09-16 14:36:21.820873,100.0,+918060228976
T01515,C000430,S04,2024-06-11 09:02:38.820873,365.32,+917539588337
T01516,C000019,S06,2025-07-04 13:02:41.820873,348.59,+919562265906
T01517,C001390,S03,2024-12-13 00:53:01.820873,2480.31,+916676952884
T01518,C001392,S03,2024-01-19 12:49:48.820873,860.04,+916173215225
T01519,C000729,S08,2024-05-24 11:14:36.820873,118.03,+916802373824
T01520,C000241,S09,2025-09-18 21:39:25.820873,3732.79,+917871901278
T01521,C001216,S07,2024-04-24 08:09:37.820873,1746.28,+916722452036
T01522,C001480,S07,2024-07-30 10:34:14.820873,811.2,+917505305132
T01523,C000244,S04,2025-01-03 03:07:24.820873,307.42,+919949401194
T01524,C000620,S10,2024-05-18 09:06:02.820873,127.57,+918768821397
T01525,C001527,S07,2025-11-01 09:18:32.820873,258.1,+919515023631
T01526,C000184,S08,2025-09-18 23:14:41.820873,1489.95,+917564319318
T01527,C000564,S08,2024-12-03 09:45:19.820873,3871.91,+916923988689
T01528,C000246,S02,2024-02-15 13:46:36.820873,2570.59,+918542160120
T01529,C001002,S09,2024-07-10 10:10:17.820873,224.39,+916789754192
T01530,C001202,S10,2025-07-02 02:47:27.820873,105.26,+918978271740
T01531,C000561,S02,2025-07-22 15:55:35.820873,477.74,+918823273703
T01532,C000787,S08,2025-09-14 01:07:19.820873,100.0,+919046558332
T01533,C000612,S10,2024-03-30 12:57:12.820873,594.55,+917388168801
T01534,C000667,S02,2025-11-23 04:54:11.820873,337.94,+917892351448
T01535,C000379,S07,2025-11-09 10:03:07.820873,230.62,+919264134512
T01536,C000807,S09,2025-05-26 04:37:58.820873,100.0,+917888091245
T01537,C001001,S02,2025-05-08 06:37:19.820873,747.19,+916640884760
T01538,C001104,S02,2024-06-23 09:18:40.820873,212.89,+916569113257
T01539,C001839,S02,2024-05-27 07:08:44.820873,100.0,+918039496086
T01540,C001424,S03,2023-11-29 05:31:47.820873,100.0,+919413838650
T01541,C000916,S06,2024-03-27 10:45:29.820873,390.33,+917171826349
T01542,C000264,S10,2024-06-22 09:05:41.820873,3383.62,+919212316223
T01543,C000331,S02,2025-06-20 18:40:53.820873,2961.68,+916969318858
T01544,C001744,S01,2024-02-17 13:52:25.820873,233.1,+916440849718
T01545,C001037,S05,2024-11-30 05:09:18.820873,195.85,+918364991672
T01546,C000352,S07,2025-09-26 09:20:10.820873,708.06,+918555694670
T01547,C000509,S05,2024-01-10 04:14:43.820873,121.75,+916063824611
T01548,C001853,S05,2025-09-28 04:46:44.820873,579.49,+916905299540
T01549,C000912,S03,2025-07-06 03:11:22.820873,1011.61,+916460852958
T01550,C001424,S06,2025-05-11 22:09:11.820873,1758.68,+919413838650
T01551,C001242,S09,2025-04-28 16:58:23.820873,357.74,+918102209245
T01552,C001409,S02,2025-10-01 10:57:42.820873,315.95,+916183379287
T01553,C000486,S01,2024-06-02 14:29:27.820873,140.67,+917800135697
T01554,C000614,S04,2024-04-09 07:15:23.820873,149.57,+918014000727
T01555,C001131,S04,2025-07-20 22:24:22.820873,307.42,+917710425977
T01556,C000569,S03,2025-08-22 00:41:53.820873,626.93,+916676070354
T01557,C000153,S09,2024-08-10 18:49:26.820873,1207.49,+918343292475
T01558,C000782,S03,2025-01-06 01:56:16.820873,153.88,+918747893988
T01559,C000171,S05,2025-10-16 00:49:09.820873,2419.28,+919712367625
T01560,C001926,S03,2025-05-24 16:45:06.820873,291.39,+918192202822
T01561,C000145,S05,2025-09-02 08:50:15.820873,0.0,+919888390599
T01562,C000395,S06,2025-06-23 09:15:54.820873,164.57,+919205302077
T01563,C001327,S09,2025-08-03 15:18:20.820873,100.0,+918132077306
T01564,C000860,S03,2024-10-12 01:07:15.820873,1165.44,+918506213395
T01565,C000777,S01,2025-08-02 18:20:39.820873,976.73,+918257845661
T01566,C000159,S05,2024-03-30 04:40:59.820873,287.84,+917519038154
T01567,C000226,S09,2025-01-12 11:44:04.820873,437.2,+917007142260
T01568,C000675,S02,2024-11-28 21:28:33.820873,749.29,+916360240905
T01569,C001594,S05,2024-04-20 17:33:10.820873,100.0,+918036231979
T01570,C000561,S01,2024-03-02 23:03:53.820873,213.82,+918823273703
T01571,C001985,S04,2024-12-14 13:09:21.820873,1046.41,+919873995019
T01572,C001604,S02,2024-05-21 04:30:05.820873,100.0,+918411439945
T01573,C001492,S05,2025-07-18 03:09:34.820873,573.79,+916730596287
T01574,C000196,S09,2024-11-15 06:09:52.820873,100.0,+917846355528
T01575,C001773,S05,2025-06-09 19:12:06.820873,706.07,+918074176983
T01576,C001245,S02,2024-01-11 15:32:59.820873,386.54,+918721410516
T01577,C000652,S07,2024-05-26 21:54:01.820873,100.0,+916665484476
T01578,C001651,S09,2025-06-10 06:58:56.820873,1632.21,+917646331504
T01579,C001807,S07,2025-03-26 06:53:54.820873,167.08,+919368573654
T01580,C000262,S05,2023-12-03 04:01:53.820873,152.58,+919004179184
T01581,C001461,S03,2025-09-26 13:56:02.820873,513.21,+916676474018
T01582,C000293,S07,2025-06-26 19:04:03.820873,1600.97,+917201124041
T01583,C000109,S06,2025-11-16 18:24:10.820873,119.23,+917225136114
T01584,C001389,S10,2025-01-25 02:00:02.820873,434.42,+919661383114
T01585,C000375,S08,2024-11-20 02:23:47.820873,674.91,+919543035341
T01586,C001029,S05,2024-09-01 00:54:27.820873,926.79,+917592165525
T01587,C001067,S04,2024-10-01 08:28:32.820873,498.56,+917619930972
T01588,C001758,S02,2024-10-01 00:08:01.820873,259.71,+918352313121
T01589,C001579,S06,2024-02-24 08:26:27.820873,149.44,+919942913436
T01590,C000163,S02,2024-07-25 12:44:31.820873,447.36,+916106456634
T01591,C000339,S10,2024-01-20 12:24:45.820873,111.43,+918370788647
T01592,C001523,S05,2025-06-13 03:16:37.820873,100.0,+916368110105
T01593,C001656,S01,2025-01-31 03:51:13.820873,681.21,+916971803809
T01594,C001910,S03,2025-03-29 03:27:27.820873,1193.59,+917912797925
T01595,C001055,S09,2025-11-06 13:52:22.820873,100.0,+918157001409
T01596,C000831,S01,2025-08-15 16:15:26.820873,120.1,+916575246182
T01597,C001866,S01,2025-02-01 04:47:14.820873,848.09,+918891796055
T01598,C001536,S06,2024-07-31 04:33:39.820873,4764.72,+919472312361
T01599,C001401,S10,2024-01-06 07:26:48.820873,413.62,+916051354601
T01600,C000919,S03,2025-10-14 04:23:37.820873,168.41,+916060491148
T01601,C001851,S04,2024-05-20 12:04:05.820873,323.93,+916412129737
T01602,C000752,S03,2025-05-02 22:11:45.820873,2100.33,+918464975279
T01603,C001951,S01,2025-01-29 03:22:26.820873,185.83,+916331091398
T01604,C000777,S03,2024-12-09 13:27:20.820873,154.62,+918257845661
T01605,C000693,S04,2025-05-28 13:37:27.820873,226.04,+919333636070
T01606,C000595,S05,2025-03-31 20:01:14.820873,128.51,+919573524070
T01607,C000543,S04,2023-11-26 08:18:48.820873,467.41,+918412411754
T01608,C001165,S07,2024-07-02 20:25:52.820873,2834.48,+919570482517
T01609,C001903,S09,2023-12-30 02:11:32.820873,594.48,+918429027360
T01610,C001828,S10,2025-04-05 11:25:35.820873,298.02,+919621258644
T01611,C000729,S01,2025-08-15 02:05:38.820873,284.24,+916802373824
T01612,C000673,S05,2024-11-19 13:14:05.820873,100.0,+918381734362
T01613,C000011,S06,2024-05-31 23:58:18.820873,1164.13,+919259052811
T01614,C000727,S01,2024-03-06 01:01:05.820873,367.45,+917876691885
T01615,C001008,S04,2024-02-18 04:35:48.820873,324.87,+917668247132
T01616,C001054,S03,2025-01-16 13:50:31.820873,18615.11,+918300977631
T01617,C001871,S08,2023-11-30 14:59:57.820873,577.38,+917244838690
T01618,C001576,S05,2024-07-12 02:28:14.820873,163.67,+916746196273
T01619,C000810,S06,2024-09-24 22:36:14.820873,241.86,+919700050210
T01620,C000878,S03,2025-05-25 19:08:40.820873,1600.6,+917282044148
T01621,C000223,S08,2025-09-26 01:19:46.820873,462.17,+919289144721
T01622,C000332,S03,2024-11-20 01:07:59.820873,100.0,+917934944879
T01623,C000012,S06,2025-11-18 16:33:32.820873,1215.7,+917461364854
T01624,C000227,S04,2024-09-09 10:47:55.820873,180.95,+917373142116
T01625,C000274,S07,2025-01-27 21:23:31.820873,3819.82,+919361393222
T01626,C001846,S01,2024-05-05 16:34:41.820873,1474.48,+916106110279
T01627,C001943,S08,2025-10-04 19:00:37.820873,235.85,+916746679280
T01628,C000244,S07,2025-04-07 05:21:44.820873,1876.61,+919949401194
T01629,C001015,S03,2024-10-20 23:53:31.820873,437.65,+919455948081
T01630,C001028,S07,2024-04-05 13:19:41.820873,1122.52,+919271171496
T01631,C001962,S02,2023-12-14 13:55:30.820873,721.75,+916168323465
T01632,C000319,S06,2025-04-18 09:49:47.820873,146.11,+918739629302
T01633,C001572,S04,2024-01-15 21:47:24.820873,186.37,+918213066496
T01634,C000880,S10,2023-12-02 01:08:47.820873,1388.46,+918964557845
T01635,C000984,S05,2024-09-07 03:01:30.820873,269.96,+917051125170
T01636,C000170,S07,2024-08-03 07:49:10.820873,248.54,+917711398352
T01637,C000313,S09,2024-06-01 18:24:57.820873,128.23,+917215470157
T01638,C000576,S02,2024-08-18 18:20:20.820873,670.7,+917216534332
T01639,C001365,S07,2024-06-14 02:35:13.820873,4793.57,+917438888667
T01640,C001447,S02,2025-11-10 03:37:20.820873,112.05,+918106408413
T01641,C001252,S03,2024-06-04 06:51:28.820873,415.33,+917708176663
T01642,C001289,S03,2024-07-14 13:43:08.820873,2196.6,+919135365431
T01643,C000271,S07,2024-01-01 19:18:14.820873,366.66,+916437662764
T01644,C000394,S03,2025-02-01 09:58:33.820873,694.26,+919959393557
T01645,C001263,S04,2024-02-24 11:11:17.820873,112.74,+916682802977
T01646,C000779,S07,2025-05-13 20:29:25.820873,674.5,+916538274418
T01647,C001434,S04,2024-07-07 21:34:22.820873,322.28,+916685583357
T01648,C000873,S08,2024-01-25 03:53:47.820873,1316.69,+917618450083
T01649,C000875,S01,2024-09-29 13:20:24.820873,1677.17,+918346225613
T01650,C000552,S06,2024-09-05 22:06:48.820873,9022.5,+916493428666
T01651,C001458,S07,2024-08-01 20:58:41.820873,808.81,+917604560177
T01652,C001834,S01,2024-05-27 10:49:18.820873,596.43,+918306551869
T01653,C000002,S01,2025-09-29 21:02:36.820873,509.41,+917051802512
T01654,C000435,S05,2025-03-20 19:32:00.820873,264.07,+918934040683
T01655,C001861,S10,2024-03-06 01:01:18.820873,605.58,+918396953414
T01656,C000379,S05,2025-04-09 22:34:14.820873,283.02,+919264134512
T01657,C000685,S05,2024-03-16 12:51:38.820873,493.81,+919398953973
T01658,C001371,S01,2025-10-23 05:25:20.820873,1960.82,+919853820334
T01659,C001578,S03,2024-10-27 22:27:39.820873,120.56,+916142039044
T01660,C001519,S06,2025-07-19 04:35:18.820873,1584.23,+917130847576
T01661,C001239,S06,2024-07-24 09:00:28.820873,1959.68,+919012603993
T01662,C000566,S04,2025-07-13 23:18:57.820873,350.13,+917589365925
T01663,C000179,S02,2024-04-05 08:15:16.820873,100.0,+917874297457
T01664,C001521,S10,2024-03-25 10:49:38.820873,194.54,+918423420650
T01665,C001202,S04,2024-06-08 01:33:46.820873,1912.93,+918978271740
T01666,C001896,S02,2024-02-08 05:14:00.820873,392.51,+917420993922
T01667,C001268,S06,2024-09-27 02:35:53.820873,121.61,+917843532841
T01668,C001559,S04,2025-05-22 14:55:41.820873,220.14,+918965734008
T01669,C000090,S03,2024-06-07 00:33:34.820873,1106.26,+916817804383
T01670,C001128,S05,2025-06-18 21:58:45.820873,777.5,+916584650163
T01671,C001833,S06,2025-02-25 08:15:56.820873,302.86,+916684491050
T01672,C001470,S02,2025-02-11 11:47:53.820873,259.77,+919653973312
T01673,C000989,S07,2025-05-13 03:40:42.820873,252.12,+917369680934
T01674,C001620,S01,2024-05-12 07:08:51.820873,133.37,+918947713853
T01675,C000562,S03,2024-09-14 10:59:15.820873,2803.01,+916609346980
T01676,C001958,S10,2024-01-24 16:15:27.820873,274.02,+916692547412
T01677,C001517,S07,2025-04-13 04:43:10.820873,1738.17,+919803162153
T01678,,S09,2024-02-07 15:21:33.820873,2503.84,
T01679,C000897,S09,2024-12-21 05:48:46.820873,1336.72,+917418600299
T01680,C001597,S07,2025-01-07 07:26:28.820873,240.34,+919061197085
T01681,,S04,2024-05-29 09:27:50.820873,654.9,+917055637578
T01682,C000328,S10,2024-07-04 06:53:28.820873,391.88,+917304963614
T01683,C001427,S01,2025-05-02 01:54:54.820873,136.4,+917477615282
T01684,C001032,S09,2024-08-14 20:22:47.820873,595.4,+917120016279
T01685,C001746,S04,2024-09-21 19:06:33.820873,100.0,+916000728926
T01686,C001131,S02,2024-05-16 17:29:09.820873,1677.76,+917710425977
T01687,C000094,S09,2024-07-23 19:57:31.820873,231.01,+918892078691
T01688,C000081,S03,2024-09-02 14:10:27.820873,513.57,+918527331058
T01689,C000554,S01,2025-09-10 18:23:56.820873,566.77,+919296097622
T01690,C001687,S04,2025-05-23 13:33:47.820873,295.69,+916857917067
T01691,C000003,S06,2025-09-01 07:21:58.820873,815.69,+919163119785
T01692,C001992,S06,2024-10-20 12:21:50.820873,228.18,+916419690931
T01693,C001939,S09,2024-08-19 14:11:51.820873,1147.75,+916171389355
T01694,C000837,S10,2024-09-19 21:09:09.820873,100.0,+917934257315
T01695,C000118,S01,2024-11-21 17:19:00.820873,469.49,+919656488400
T01696,C001497,S05,2024-05-21 18:39:11.820873,4132.82,+918807341727
T01697,C001990,S01,2025-05-27 09:15:54.820873,121.46,+919391115405
T01698,C001778,S10,2024-03-10 23:14:26.820873,178.88,+919785543655
T01699,C001937,S05,2025-08-26 08:25:38.820873,747.47,+918224300124
T01700,C001238,S09,2024-06-22 01:25:57.820873,500.45,+917191095508
T01701,C000452,S06,2024-08-24 16:45:27.820873,614.47,+919911070030
T01702,C001192,S07,2024-05-01 01:34:24.820873,725.62,+918651552513
T01703,C000475,S07,2024-12-04 14:44:01.820873,864.08,+918024977737
T01704,C001848,S08,2024-02-27 03:23:25.820873,1527.89,+918090810307
T01705,C000372,S08,2024-05-30 15:44:42.820873,659.7,+917953462417
T01706,C000387,S10,2025-04-08 15:54:05.820873,302.02,+916965081954
T01707,C001327,S05,2023-12-14 20:37:32.820873,904.23,+918132077306
T01708,C000334,S03,2024-12-31 07:27:47.820873,3943.64,+917311598149
T01709,C000385,S02,2024-04-17 11:57:22.820873,344.07,+917334661688
T01710,C000874,S04,2025-03-03 08:49:16.820873,125.28,+917974239820
T01711,C001988,S07,2024-03-05 04:30:44.820873,1523.09,+919757341777
T01712,C000282,S01,2025-08-01 12:57:50.820873,349.16,+919471189200
T01713,C000774,S07,2023-12-14 13:20:21.820873,100.0,+916557363168
T01714,C001693,S01,2025-09-12 10:55:32.820873,1115.33,+918884642366
T01715,C000271,S04,2024-02-16 19:04:41.820873,212.22,+916437662764
T01716,C000293,S10,2023-12-06 09:40:30.820873,361.9,+917201124041
T01717,C001962,S02,2025-05-31 21:39:12.820873,600.87,+916168323465
T01718,C001747,S02,2024-06-17 14:24:08.820873,507.04,+918658868885
T01719,C000984,S10,2025-02-19 15:16:22.820873,945.15,+917051125170
T01720,C000630,S06,2025-03-27 14:57:31.820873,239.23,+917064051191
T01721,C000500,S01,2025-06-01 19:04:15.820873,746.75,+917046120419
T01722,C001286,S09,2024-03-28 10:06:18.820873,295.46,+918948779260
T01723,C001690,S01,2024-03-08 05:09:46.820873,979.04,+918354238065
T01724,C000608,S02,2025-04-30 00:27:11.820873,844.24,+916760836806
T01725,C000291,S01,2024-07-09 10:12:24.820873,131.3,+918094011037
T01726,C000465,S07,2024-12-21 14:41:55.820873,1485.01,+917103678092
T01727,C000724,S05,2024-07-11 23:20:28.820873,212.05,+917228836941
T01728,C001407,S02,2025-04-09 15:30:23.820873,1063.87,+919475911318
T01729,C000226,S04,2024-03-06 19:35:36.820873,626.87,+917007142260
T01730,C000732,S02,2025-08-14 21:29:00.820873,3662.2,+916338988898
T01731,C000243,S06,2025-12-14 09:45:46.132328,308.54,+919110335359
T01732,C001239,S03,2024-05-24 00:56:20.820873,265.29,+919012603993
T01733,C001087,S06,2025-07-29 15:56:10.820873,394.14,+916230624431
T01734,C001392,S07,2024-04-24 20:18:45.820873,280.39,+916173215225
T01735,C001280,S05,2024-11-13 13:07:00.820873,1053.56,+917643774394
T01736,C000556,S08,2025-09-30 22:46:19.820873,100.0,+916112759345
T01737,C001911,S05,2025-11-20 12:06:48.820873,113.93,+918091526171
T01738,C001616,S01,2024-04-24 09:12:43.820873,112.02,+917737739017
T01739,C000301,S06,2024-04-22 23:33:15.820873,1261.89,+918971203213
T01740,C000915,S08,2024-01-30 13:27:11.820873,3142.38,+919655273742
T01741,C001184,S07,2024-09-03 14:36:00.820873,355.9,+918479690385
T01742,C000186,S06,2024-04-01 15:57:17.820873,329.45,+917348257414
T01743,C001572,S07,2024-11-18 20:57:32.820873,438.81,+918213066496
T01744,C001013,S07,2025-03-30 00:24:15.820873,1626.61,+918893398852
T01745,C001233,S06,2024-04-13 09:08:34.820873,132.58,+917207250969
T01746,C001888,S04,2024-12-20 00:34:33.820873,537.02,+916948277118
T01747,C001126,S08,2025-05-28 04:46:01.820873,1300.15,+919453482080
T01748,C001009,S09,2025-05-25 17:42:40.820873,736.06,+916873324617
T01749,C000788,S02,2025-07-10 00:41:30.820873,506.49,+918228649039
T01750,C001080,S10,2025-11-02 17:19:07.820873,1341.11,+919230908336
T01751,C001440,S02,2024-07-20 22:30:08.820873,100.0,+917015979384
T01752,C000006,S04,2023-12-10 22:31:39.820873,910.01,+916939042955
T01753,C001144,S08,2024-04-07 13:20:37.820873,184.03,+919071916904
T01754,C000123,S06,2024-11-26 14:24:23.820873,100.0,+917800557283
T01755,C000604,S08,2025-12-14 18:56:30.131515,745.04,+919124069454
T01756,C001991,S07,2024-07-28 17:00:20.820873,2097.27,+918529942267
T01757,C001696,S04,2024-01-19 14:21:00.820873,342.09,+916322329612
T01758,C000241,S03,2024-12-13 10:17:32.820873,1265.79,+917871901278
T01759,C001426,S07,2024-12-07 11:18:07.820873,2792.62,+918060228976
T01760,C001437,S02,2025-10-02 06:30:31.820873,1954.51,+919281568562
T01761,C000152,S08,2025-07-23 15:05:31.820873,2886.95,+916323169889
T01762,C000062,S03,2024-12-01 14:28:36.820873,982.94,+917605947756
T01763,C000162,S04,2024-02-09 09:47:14.820873,441.65,+919435488617
T01764,C001166,S07,2024-04-24 15:58:29.820873,100.0,+917496060167
T01765,C000963,S03,2025-05-16 20:14:16.820873,300.28,+918027530378
T01766,C000963,S07,2024-11-03 01:29:51.820873,146.66,+918027530378
T01767,C001601,S01,2024-09-11 13:23:02.820873,5459.6,+919540388030
T01768,C000320,S01,2025-09-10 10:30:08.820873,326.67,+919748302739
T01769,C001238,S03,2025-04-21 15:10:16.820873,467.71,+917191095508
T01770,C000023,S07,2025-01-30 01:52:24.820873,781.94,+919320303242
T01771,C001135,S05,2025-07-01 03:36:20.820873,425.1,+917567729816
T01772,C000627,S04,2025-01-29 15:02:31.820873,3084.24,+917934982045
T01773,C000557,S02,2025-05-10 23:04:46.820873,191.1,+916124352982
T01774,C001948,S03,2024-06-26 23:54:40.820873,509.55,+918091054466
T01775,C001268,S01,2024-07-04 23:36:57.820873,165.51,+917843532841
T01776,C000377,S09,2025-08-03 12:08:38.820873,100.0,+916805660882
T01777,C001673,S08,2025-03-25 20:44:09.820873,193.62,+916208679403
