customer_id,full_name,email,loyalty_status,total_loyalty_points,last_purchase_date,city,phone
C261,Suman Menon,suman.menon3397@outlook.com,Bronze,114,2024-11-14,Bhopal,+919416239981
C262,Ritesh Nair,ritesh.nair4716@gmail.com,Silver,1164,2025-06-01,Hyderabad,+919514904439
C263,Deepak Kumar,deepak.kumar4759@gmail.com,Bronze,348,2024-02-11,Ahmedabad,+918817378520
C264,Karan Malhotra,karan.malhotra3506@yahoo.com,Silver,585,2024-08-26,Kanpur,+917166605339
C265,Rahul Singh,rahul.singh9615@yahoo.com,Bronze,249,2025-10-08,Kolkata,+918739951076
C266,Nisha Sharma,nisha.sharma1642@outlook.com,Bronze,50,2025-03-20,Nagpur,+916590416424
C267,Amit Bhardwaj,amit.bhardwaj2588@outlook.com,Silver,2179,2025-03-24,Kolkata,+919246613269
C268,Suman Rao,suman.rao4677@gmail.com,Gold,1139,2024-02-22,Kolkata,+918298461504
C269,Ritesh Sharma,ritesh.sharma2869@outlook.com,Gold,3119,2024-05-21,Mumbai,+919591465377
C270,Rohit Malhotra,rohit.malhotra3053@hotmail.com,Gold,4261,2023-12-02,Surat,+916460852958
C271,Sahil Rao,sahil.rao4663@outlook.com,Gold,6882,2025-06-01,Bhopal,+916576384364
C272,Rina Ahuja,rina.ahuja7669@hotmail.com,Bronze,12,2024-03-17,Kanpur,+917971022633
C273,Kavya Nair,kavya.nair3051@gmail.com,Silver,1897,2024-09-20,Nagpur,+916829621429
C274,Anita Pandey,anita.pandey6644@outlook.com,Bronze,302,2024-02-19,Delhi,+916793629209
C275,Rahul Malhotra,rahul.malhotra5302@yahoo.com,Bronze,103,2024-12-19,Nagpur,+917146731886
C276,Asha Menon,asha.menon9544@rediffmail.com,Bronze,392,2025-09-22,Kolkata,+916266821961
C277,Isha Singh,isha.singh7626@hotmail.com,Bronze,339,2025-10-25,Bhopal,+919813078037
C278,Anjali Menon,anjali.menon1924@hotmail.com,Bronze,179,2024-07-06,Bengaluru,+918053775623
C279,Rahul Kapoor,rahul.kapoor9925@hotmail.com,Bronze,313,2025-06-07,Nagpur,+918308620882
C280,Soham Mehta,soham.mehta4055@rediffmail.com,Gold,3229,2024-02-14,Jaipur,+919022652502
C281,Deepak Patel,deepak.patel9244@gmail.com,Bronze,322,2025-06-05,Kolkata,+918459734963
C282,Kavita Kumar,kavita.kumar2696@hotmail.com,Gold,5324,2025-02-17,Kolkata,+919079139213
C283,Arjun Malhotra,arjun.malhotra1490@rediffmail.com,Bronze,617,2024-01-18,Jaipur,+917784234958
C284,Sameer Saxena,sameer.saxena946@rediffmail.com,Bronze,52,2024-10-03,Hyderabad,+917092885428
C285,Tarun Gupta,tarun.gupta3571@rediffmail.com,Bronze,726,2025-01-29,Delhi,+918324279536
C286,Rupesh Patel,rupesh.patel7735@gmail.com,Bronze,90,2024-05-25,Nagpur,+918755328890
C287,Ritesh Chopra,ritesh.chopra6136@outlook.com,Bronze,269,2024-12-13,Lucknow,+918842377282
C288,Rina Bhardwaj,rina.bhardwaj2179@hotmail.com,Bronze,417,2025-05-26,Bengaluru,+919126126880
C289,Nisha Gupta,nisha.gupta373@hotmail.com,Bronze,356,2025-06-02,Hyderabad,+919536306171
C290,Nisha Joshi,nisha.joshi7547@hotmail.com,Bronze,175,2024-06-03,Kanpur,+919287754238
C291,Sneha Sharma,sneha.sharma6869@rediffmail.com,Silver,1075,2023-12-09,Delhi,+916433348075
C292,Divya Sharma,divya.sharma7315@rediffmail.com,Silver,904,2024-01-11,Mumbai,+917727716512
C293,Sameer Joshi,sameer.joshi8844@yahoo.com,Silver,846,2024-01-19,Chennai,+917005716063
C294,Tarun Saxena,tarun.saxena5225@rediffmail.com,Silver,1709,2025-10-11,Kolkata,+917296068379
C295,Gauri Kumar,gauri.kumar8541@yahoo.com,Bronze,371,2021-07-30,Bhopal,+919157711961
C296,Sahil Verma,sahil.verma7000@rediffmail.com,Bronze,161,2024-11-09,Lucknow,+917637046672
C297,Soham Ahuja,soham.ahuja5223@outlook.com,Bronze,479,2024-09-25,Nagpur,+918310384304
C298,Pooja Joshi,pooja.joshi3693@hotmail.com,Gold,4614,2024-04-18,Bhopal,+916247492925
C299,Kavita Chopra,kavita.chopra6825@rediffmail.com,Bronze,462,2024-12-24,Kolkata,+917418468740
C300,Kavya Patel,kavya.patel7370@hotmail.com,Bronze,425,2022-10-12,Lucknow,+918598323977
C301,Divya Sharma,divya.sharma1193@yahoo.com,Silver,702,2025-07-16,Jaipur,+916932078864
C302,Pooja Mehta,pooja.mehta5456@hotmail.com,Gold,2879,2023-12-08,Kolkata,+919184611760
C303,Sneha Malhotra,sneha.malhotra3975@rediffmail.com,Silver,1648,2025-01-02,Jaipur,+917381325941
C304,Mitali Menon,mitali.menon6237@outlook.com,Bronze,422,2024-11-24,Pune,+918202530266
C305,Gauri Malhotra,gauri.malhotra7636@gmail.com,Silver,1187,2025-03-17,Pune,+919927019611
C306,Vikram Das,vikram.das5127@outlook.com,Bronze,323,2024-07-06,Mumbai,+917120016279
C307,Kavita Saxena,kavita.saxena9489@outlook.com,Bronze,555,2024-06-10,Hyderabad,+918447227327
C308,Tarun Joshi,tarun.joshi8181@rediffmail.com,Silver,845,2025-10-24,Nagpur,+919528710502
C309,Pooja Malhotra,pooja.malhotra7551@yahoo.com,Silver,1528,2024-11-17,Kanpur,+918347398593
C310,Pooja Verma,pooja.verma8883@gmail.com,Bronze,259,2024-02-07,Lucknow,+916208367732
C311,Mitali Gupta,mitali.gupta6757@yahoo.com,Silver,1069,2024-01-18,Mumbai,+916939393836
C312,Manish Kapoor,manish.kapoor6115@gmail.com,Silver,1859,2025-10-05,Bhopal,+918075346043
C313,Isha Malhotra,isha.malhotra258@gmail.com,Bronze,465,2021-12-04,Kanpur,+917180002487
C314,Kavita Menon,kavita.menon281@rediffmail.com,Silver,1688,2025-10-13,Bhopal,+916769945233
C315,Sneha Singh,sneha.singh8592@yahoo.com,Bronze,561,2025-08-18,Indore,+917522312933
C316,Karan Bose,karan.bose1295@hotmail.com,Gold,4042,2025-03-07,Kanpur,+916970049535
C317,Suman Patel,suman.patel520@gmail.com,Bronze,436,2024-12-13,Mumbai,+918734812163
C318,Amit Verma,amit.verma1355@outlook.com,Silver,1013,2025-09-13,Surat,+919684911471
C319,Sneha Ahuja,sneha.ahuja698@yahoo.com,Bronze,364,2025-10-31,Ahmedabad,+917164344392
C320,Rupesh Patel,rupesh.patel4594@rediffmail.com,Silver,1121,2023-12-26,Indore,+917350701477
C321,Amit Mehta,amit.mehta9618@yahoo.com,Silver,1258,2025-11-21,Bhopal,+916330444012
C322,Suman Verma,suman.verma9240@yahoo.com,Silver,1557,2024-12-25,Jaipur,+917424768819
C323,Rohit Kumar,rohit.kumar1285@rediffmail.com,Silver,709,2022-06-11,Kolkata,+919602080228
C324,Priya Rao,priya.rao9916@rediffmail.com,Gold,8184,2025-01-02,Pune,+916127241247
C325,Kavya Nair,kavya.nair7382@outlook.com,Bronze,98,2025-06-11,Hyderabad,+916797737957
C326,Isha Saxena,isha.saxena6228@gmail.com,Silver,471,2024-09-20,Kanpur,+916315708805
C327,Priya Nair,priya.nair2527@outlook.com,Silver,1894,2025-09-02,Hyderabad,+917360122653
C328,Deepak Singh,deepak.singh1500@gmail.com,Gold,5583,2025-02-20,Chennai,+916439080604
C329,Rahul Patel,rahul.patel3071@outlook.com,Bronze,424,2025-06-13,Delhi,+916112794026
C330,Priya Das,priya.das9081@gmail.com,Silver,1577,2024-10-20,Mumbai,+917253474844
C331,Neha Bose,neha.bose1388@rediffmail.com,Gold,3975,2024-07-28,Bengaluru,+918943409776
C332,Rohit Verma,rohit.verma2275@hotmail.com,Bronze,120,2025-04-10,Bengaluru,+917866920369
C333,Karan Chopra,karan.chopra4912@outlook.com,Silver,1245,2024-11-26,Kolkata,+919096239582
C334,Kavya Malhotra,kavya.malhotra9729@rediffmail.com,Bronze,164,2024-03-11,Mumbai,+917699484121
C335,Asha Pandey,asha.pandey6225@hotmail.com,Bronze,495,2025-02-05,Indore,+918796181989
C336,Divya Kumar,divya.kumar4923@hotmail.com,Silver,1111,2025-11-03,Pune,+916762946257
C337,Rohit Rao,rohit.rao4776@outlook.com,Gold,2349,2024-07-28,Chennai,+919506817238
C338,Soham Bose,soham.bose5981@gmail.com,Gold,3357,2024-06-14,Jaipur,+916772781491
C339,Isha Bhardwaj,isha.bhardwaj441@outlook.com,Gold,4825,2024-06-24,Chennai,+919570328188
C340,Anjali Patel,anjali.patel6704@outlook.com,Bronze,187,2024-09-28,Lucknow,+916662040130
C341,Anjali Chopra,anjali.chopra6177@gmail.com,Bronze,135,2025-07-27,Hyderabad,+918295090505
C342,Manish Chopra,manish.chopra8908@gmail.com,Silver,1346,2024-11-25,Nagpur,+918305993661
C343,Divya Patel,divya.patel1792@yahoo.com,Silver,1346,2024-11-20,Surat,+916190252832
C344,Arjun Bose,arjun.bose5433@outlook.com,Bronze,198,2024-03-02,Jaipur,+919207709343
C345,Manish Bhardwaj,manish.bhardwaj9512@rediffmail.com,Bronze,205,2024-12-10,Nagpur,+918918668580
C346,Arjun Ahuja,arjun.ahuja2470@hotmail.com,Gold,4464,2025-03-31,Hyderabad,+919953721569
C347,Priya Singh,priya.singh2322@hotmail.com,Bronze,10,2025-03-03,Jaipur,+918074151376
C348,Deepak Malhotra,deepak.malhotra1600@outlook.com,Silver,355,2025-02-28,Chennai,+916191912243
C349,Soham Singh,soham.singh371@hotmail.com,Silver,768,2025-10-16,Bhopal,+919180378138
C350,Nisha Ahuja,nisha.ahuja2859@rediffmail.com,Bronze,257,2025-06-18,Ahmedabad,+916995811976
C351,Soham Bose,soham.bose3023@yahoo.com,Silver,1386,2025-02-07,Kanpur,+918637569206
C352,Gauri Mehta,gauri.mehta7366@rediffmail.com,Bronze,595,2023-11-27,Kolkata,+917195481928
C353,Mitali Patel,mitali.patel9460@gmail.com,Silver,1714,2025-05-25,Pune,+916846427583
C354,Sameer Singh,sameer.singh4299@outlook.com,Bronze,268,2025-09-07,Hyderabad,+918625549685
C355,Rohit Saxena,rohit.saxena1872@hotmail.com,Bronze,296,2025-03-05,Indore,+918893042129
C356,Anjali Menon,anjali.menon9670@gmail.com,Silver,598,2024-10-08,Chennai,+916502291736
C357,Anita Das,anita.das2317@rediffmail.com,Bronze,296,2025-07-25,Hyderabad,+917816937739
C358,Anita Malhotra,anita.malhotra8805@yahoo.com,Silver,1026,2025-04-07,Bengaluru,+917351110867
C359,Tarun Kapoor,tarun.kapoor879@hotmail.com,Gold,4645,2025-04-02,Indore,+917649027664
C360,Kavita Ahuja,kavita.ahuja8110@outlook.com,Silver,703,2025-01-21,Ahmedabad,+918098948446
C361,Anita Patel,anita.patel9264@gmail.com,Silver,1511,2024-07-05,Chennai,+916965695131
C362,Kavita Menon,kavita.menon2756@outlook.com,Silver,2119,2025-04-13,Delhi,+918459788151
C363,Sneha Nair,sneha.nair8899@hotmail.com,Bronze,278,2024-01-04,Ahmedabad,+918346569443
C364,Vikram Chopra,vikram.chopra1678@yahoo.com,Bronze,380,2023-12-26,Pune,+919703119199
C365,Tarun Patel,tarun.patel7194@gmail.com,Silver,1614,2024-07-22,Kanpur,+918525113890
C366,Anjali Das,anjali.das9999@outlook.com,Bronze,219,2024-04-13,Indore,+916888812214
C367,Soham Sharma,soham.sharma9341@hotmail.com,Bronze,344,2025-07-26,Pune,+919023887882
C368,Suman Menon,suman.menon9384@hotmail.com,Gold,4025,2025-05-02,Lucknow,+919501175349
C369,Sneha Kumar,sneha.kumar6744@gmail.com,Gold,4195,2025-09-24,Indore,+916569902893
C370,Nisha Kumar,nisha.kumar5278@yahoo.com,Silver,736,2025-10-15,Bengaluru,+918480023764
C371,Kavya Nair,kavya.nair6787@outlook.com,Bronze,304,2025-09-01,Nagpur,+916399839065
C372,Rohit Ahuja,rohit.ahuja4559@hotmail.com,Bronze,399,2025-04-05,Mumbai,+919731930416
C373,Mitali Patel,mitali.patel7512@hotmail.com,Gold,6902,2025-05-23,Hyderabad,+919542693668
C374,Vikram Malhotra,vikram.malhotra4400@hotmail.com,Silver,1775,2024-11-02,Bengaluru,+918431561831
C375,Rina Malhotra,rina.malhotra5632@gmail.com,Bronze,730,2025-08-25,Ahmedabad,+916069927882
C376,Sneha Verma,sneha.verma7231@outlook.com,Bronze,146,2025-02-03,Kanpur,+919905874257
C377,Rahul Menon,rahul.menon2605@hotmail.com,Bronze,474,2024-11-26,Pune,+918854043590
C378,Gauri Verma,gauri.verma849@outlook.com,Silver,1310,2025-11-08,Hyderabad,+918815287619
C379,Priya Singh,priya.singh18@yahoo.com,Bronze,737,2024-04-06,Jaipur,+918920503582
C380,Sameer Gupta,sameer.gupta133@hotmail.com,Silver,715,2025-01-28,Ahmedabad,+916304205279
C381,Nisha Bose,nisha.bose1464@gmail.com,Bronze,132,2024-12-03,Bengaluru,+917643774394
C382,Mitali Kumar,mitali.kumar2341@gmail.com,Bronze,180,2023-12-01,Bengaluru,+917890212621
C383,Deepak Mehta,deepak.mehta2481@outlook.com,Silver,74,2025-02-18,Delhi,+919850837385
C384,Sneha Kumar,sneha.kumar2018@rediffmail.com,Silver,884,2024-11-16,Pune,+919397648387
C385,Rahul Joshi,rahul.joshi4538@gmail.com,Bronze,148,2025-07-30,Surat,+917223725552
C386,Mitali Gupta,mitali.gupta4943@yahoo.com,Bronze,330,2025-04-27,Hyderabad,+917269343434
C387,Kavya Sharma,kavya.sharma3922@outlook.com,Bronze,368,2024-07-26,Surat,+916304994238
C388,Manish Gupta,manish.gupta5917@hotmail.com,Bronze,675,2025-06-27,Jaipur,+918933213766
C389,Anita Malhotra,anita.malhotra1196@gmail.com,Silver,1770,2023-12-07,Mumbai,+919962447893
C390,Rupesh Bose,rupesh.bose8301@hotmail.com,Silver,853,2025-04-19,Hyderabad,+919014253738
C391,Rohit Patel,rohit.patel8792@rediffmail.com,Silver,660,2024-09-02,Delhi,+918196036938
C392,Sahil Mehta,sahil.mehta2546@rediffmail.com,Bronze,398,2025-07-15,Indore,+918791039531
C393,Isha Patel,isha.patel5082@outlook.com,Silver,407,2024-05-30,Bhopal,+917866092821
C394,Sneha Kapoor,sneha.kapoor9976@gmail.com,Bronze,666,2025-09-26,Delhi,+916054395639
C395,Anjali Kumar,anjali.kumar186@yahoo.com,Bronze,535,2024-11-12,Nagpur,+919532640104
C396,Ritesh Nair,ritesh.nair2736@hotmail.com,Bronze,206,2024-08-24,Delhi,+919313267864
C397,Gauri Gupta,gauri.gupta5489@outlook.com,Bronze,42,2024-01-27,Surat,+918695232998
C398,Priya Malhotra,priya.malhotra7458@rediffmail.com,Bronze,570,2025-04-17,Bengaluru,+917579206999
C399,Anita Nair,anita.nair1686@rediffmail.com,Silver,1131,2024-03-20,Jaipur,+916011031667
C400,Rupesh Gupta,rupesh.gupta4007@gmail.com,Bronze,547,2024-12-19,Bengaluru,+919999302060
C401,Rina Sharma,rina.sharma9059@outlook.com,Bronze,18,2024-08-03,Kanpur,+917374110948
C402,Karan Patel,karan.patel9365@hotmail.com,Bronze,180,2025-10-12,Bengaluru,+916958572516
C403,Soham Ahuja,soham.ahuja753@outlook.com,Bronze,301,2025-03-13,Nagpur,+919628588115
C404,Suman Rao,suman.rao1416@rediffmail.com,Bronze,309,2024-12-04,Surat,+919369432855
C405,Suman Pandey,suman.pandey3975@outlook.com,Bronze,209,2025-04-11,Nagpur,+916839332926
C406,Ritesh Bhardwaj,ritesh.bhardwaj4017@yahoo.com,Bronze,424,2021-11-09,Pune,+918731349392
C407,Tarun Gupta,tarun.gupta5489@gmail.com,Silver,559,2024-12-12,Kanpur,+917320748157
C408,Sneha Mehta,sneha.mehta8681@yahoo.com,Bronze,271,2024-01-23,Bengaluru,+919056524105
C409,Karan Patel,karan.patel720@yahoo.com,Gold,4240,2025-05-08,Bhopal,+917599840853
C410,Sameer Patel,sameer.patel9516@gmail.com,Bronze,402,2025-09-05,Delhi,+918542172946
C411,Arjun Sharma,arjun.sharma7127@yahoo.com,Bronze,442,2024-08-16,Bhopal,+919439482075
C412,Rohit Rao,rohit.rao5212@outlook.com,Bronze,75,2024-02-07,Bengaluru,+919349803836
C413,Mitali Saxena,mitali.saxena1786@yahoo.com,Bronze,6,2025-02-25,Hyderabad,+916518560332
C414,Kavita Das,kavita.das3402@outlook.com,Bronze,555,2024-08-20,Delhi,+916676952884
C415,Soham Menon,soham.menon9885@gmail.com,Bronze,366,2024-10-23,Kanpur,+917066091571
C416,Deepak Bose,deepak.bose8413@gmail.com,Silver,750,2024-08-15,Bengaluru,+916133496549
C417,Rohit Kapoor,rohit.kapoor9109@rediffmail.com,Bronze,610,2025-03-10,Nagpur,+916600406558
C418,Sneha Gupta,sneha.gupta1011@yahoo.com,Bronze,323,2025-01-06,Lucknow,+918768901084
C419,Priya Saxena,priya.saxena9603@hotmail.com,Gold,6358,2024-07-13,Kolkata,+919876191142
C420,Kavya Kapoor,kavya.kapoor2111@gmail.com,Gold,4135,2024-10-27,Ahmedabad,+916217487269
C421,Anita Saxena,anita.saxena7097@outlook.com,Bronze,712,2024-12-18,Bengaluru,+917520174713
C422,Vikram Verma,vikram.verma4506@hotmail.com,Bronze,651,2021-06-03,Surat,+917055637578
C423,Kavya Menon,kavya.menon8174@outlook.com,Gold,3502,2023-04-30,Hyderabad,+916589424206
C424,Neha Mehta,neha.mehta8615@yahoo.com,Silver,1782,2025-06-01,Hyderabad,+919358302654
C425,Anjali Das,anjali.das7860@rediffmail.com,Silver,1587,2024-11-09,Jaipur,+917381280467
C426,Rohit Nair,rohit.nair2947@gmail.com,Bronze,573,2023-04-27,Mumbai,+919473141960
C427,Pooja Ahuja,pooja.ahuja5857@rediffmail.com,Gold,2070,2024-05-04,Lucknow,+917035743379
C428,Karan Bhardwaj,karan.bhardwaj917@yahoo.com,Silver,1611,2024-12-24,Indore,+919630196130
C429,Anita Verma,anita.verma3876@rediffmail.com,Bronze,511,2025-11-06,Surat,+916121146276
C430,Anjali Das,anjali.das9301@rediffmail.com,Bronze,51,2024-06-02,Nagpur,+919786556364
C431,Pooja Bhardwaj,pooja.bhardwaj5064@yahoo.com,Bronze,63,2021-07-09,Kolkata,+916085590073
C432,Manish Malhotra,manish.malhotra12@hotmail.com,Gold,78,2024-06-16,Pune,+919079223686
C433,Anita Rao,anita.rao976@gmail.com,Bronze,246,2025-11-13,Nagpur,+916476400290
C434,Rina Ahuja,rina.ahuja5979@gmail.com,Bronze,443,2025-10-01,Delhi,+917445518797
C435,Suman Rao,suman.rao2236@yahoo.com,Silver,2101,2025-02-12,Ahmedabad,+918788208029
C436,Asha Verma,asha.verma9208@rediffmail.com,Silver,1244,2024-07-08,Indore,+916753129506
C437,Rohit Menon,rohit.menon4826@yahoo.com,Bronze,625,2023-11-24,Surat,+917681915310
C438,Rina Saxena,rina.saxena531@yahoo.com,Silver,371,2025-08-10,Surat,+916447150027
C439,Sahil Malhotra,sahil.malhotra2305@hotmail.com,Silver,177,2024-07-23,Pune,+916721070971
C440,Kavya Patel,kavya.patel5501@outlook.com,Bronze,288,2024-06-24,Delhi,+917505305132
C441,Karan Singh,karan.singh21@gmail.com,Bronze,376,2025-01-25,Bhopal,+917778198758
C442,Pooja Bose,pooja.bose5755@rediffmail.com,Bronze,293,2025-03-27,Surat,+918795892991
C443,Mitali Joshi,mitali.joshi2665@outlook.com,Bronze,113,2023-12-27,Pune,+917121534958
C444,Sneha Patel,sneha.patel5601@yahoo.com,Gold,3821,2024-05-05,Jaipur,+919857413933
C445,Priya Rao,priya.rao9733@rediffmail.com,Gold,1391,2021-03-25,Bengaluru,+918608409338
C446,Gauri Chopra,gauri.chopra2574@gmail.com,Bronze,433,2024-06-20,Hyderabad,+918994437044
C447,Kavita Bhardwaj,kavita.bhardwaj4347@hotmail.com,Bronze,373,2021-09-09,Jaipur,+919607147617
C448,Pooja Kumar,pooja.kumar894@hotmail.com,Bronze,112,2024-02-20,Lucknow,+918684745185
C449,Divya Malhotra,divya.malhotra3272@gmail.com,Bronze,197,2024-05-15,Delhi,+918033970459
C450,Rina Singh,rina.singh5053@outlook.com,Bronze,88,2025-09-29,Lucknow,+918337003495
C451,Rohit Verma,rohit.verma6079@outlook.com,Bronze,287,2022-06-06,Ahmedabad,+917131297865
C452,Nisha Nair,nisha.nair9245@gmail.com,Bronze,491,2025-11-05,Delhi,+918869644485
C453,Deepak Bhardwaj,deepak.bhardwaj6783@rediffmail.com,Bronze,102,2024-01-24,Indore,+918244473790
C454,Neha Bhardwaj,neha.bhardwaj7780@rediffmail.com,Gold,5008,2025-03-24,Hyderabad,+919877398554
C455,Rina Sharma,rina.sharma8227@rediffmail.com,Gold,2939,2025-06-30,Surat,+916633282877
C456,Sneha Kapoor,sneha.kapoor2833@yahoo.com,Gold,2414,2024-06-07,Hyderabad,+916336590217
C457,Isha Chopra,isha.chopra3309@yahoo.com,Silver,1135,2024-08-13,Kanpur,+919926347136
C458,Soham Patel,soham.patel1426@outlook.com,Silver,578,2025-06-10,Chennai,+918232043732
C459,Sameer Gupta,sameer.gupta9627@rediffmail.com,Silver,867,2024-03-17,Bengaluru,+918433502391
C460,Arjun Saxena,arjun.saxena1642@gmail.com,Silver,481,2024-03-05,Indore,+918300528259
C461,Gauri Das,gauri.das6733@hotmail.com,Bronze,692,2025-04-03,Ahmedabad,+916160913827
C462,Anita Nair,anita.nair6603@yahoo.com,Silver,1221,2025-10-20,Mumbai,+917699916883
C463,Gauri Rao,gauri.rao3893@gmail.com,Silver,780,2024-08-24,Mumbai,+917451123758
C464,Tarun Menon,tarun.menon5095@hotmail.com,Silver,1328,2025-11-04,Indore,+916979069637
C465,Rahul Menon,rahul.menon7260@hotmail.com,Bronze,277,2025-01-22,Delhi,+916807177651
C466,Sameer Mehta,sameer.mehta6672@outlook.com,Silver,1067,2024-12-09,Jaipur,+919399425369
C467,Anita Patel,anita.patel5098@rediffmail.com,Bronze,422,2025-05-12,Mumbai,+916746196273
C468,Vikram Mehta,vikram.mehta945@yahoo.com,Bronze,451,2024-01-13,Kanpur,+916855169963
C469,Karan Das,karan.das7606@rediffmail.com,Bronze,193,2024-03-28,Kolkata,+917599732557
C470,Pooja Pandey,pooja.pandey7309@yahoo.com,Gold,2848,2025-03-22,Pune,+917478538226
C471,Anita Nair,anita.nair1481@hotmail.com,Bronze,244,2024-01-12,Surat,+919349344896
C472,Vikram Joshi,vikram.joshi3689@yahoo.com,Bronze,160,2025-01-15,Indore,+919351378715
C473,Mitali Gupta,mitali.gupta7768@yahoo.com,Silver,290,2025-07-30,Kolkata,+917084008690
C474,Divya Menon,divya.menon4512@outlook.com,Gold,6733,2024-11-14,Kolkata,+918004452735
C475,Suman Ahuja,suman.ahuja6507@rediffmail.com,Bronze,628,2025-04-29,Indore,+919605102857
C476,Deepak Bhardwaj,deepak.bhardwaj9729@rediffmail.com,Bronze,250,2025-10-23,Delhi,+917444327294
C477,Karan Rao,karan.rao4537@hotmail.com,Silver,1545,2025-09-20,Bengaluru,+918221759035
C478,Mitali Joshi,mitali.joshi931@rediffmail.com,Bronze,362,2024-10-15,Kanpur,+916109329542
C479,Kavya Malhotra,kavya.malhotra4844@hotmail.com,Gold,10157,2025-01-10,Mumbai,+918504067741
C480,Anjali Saxena,anjali.saxena3112@hotmail.com,Silver,1871,2024-07-07,Lucknow,+919371107191
C481,Pooja Das,pooja.das8312@hotmail.com,Silver,1123,2025-09-26,Bengaluru,+917261792922
C482,Sneha Malhotra,sneha.malhotra2097@hotmail.com,Silver,626,2025-06-17,Bengaluru,+918919342370
C483,Gauri Rao,gauri.rao1464@yahoo.com,Bronze,21,2024-10-02,Bhopal,+917422996266
C484,Deepak Nair,deepak.nair9594@hotmail.com,Bronze,340,2024-03-22,Indore,+918724713263
C485,Arjun Saxena,arjun.saxena1167@outlook.com,Gold,2487,2025-04-18,Lucknow,+917639256813
C486,Manish Menon,manish.menon6769@gmail.com,Gold,1155,2024-04-25,Kolkata,+917471755952
C487,Neha Saxena,neha.saxena7497@yahoo.com,Bronze,170,2024-05-25,Ahmedabad,+917428632583
C488,Kavya Verma,kavya.verma5135@gmail.com,Bronze,83,2024-08-29,Nagpur,+916724156214
C489,Arjun Verma,arjun.verma8022@gmail.com,Bronze,637,2025-02-09,Hyderabad,+917842650262
C490,Pooja Bose,pooja.bose77@gmail.com,Bronze,476,2024-12-09,Bhopal,+917383894864
C491,Mitali Ahuja,mitali.ahuja3123@gmail.com,Silver,1195,2025-08-25,Kolkata,+918978666109
C492,Gauri Das,gauri.das5114@yahoo.com,Bronze,595,2025-04-21,Bengaluru,+916280405602
C493,Tarun Sharma,tarun.sharma4886@hotmail.com,Bronze,315,2025-05-08,Pune,+917862577974
C494,Gauri Kumar,gauri.kumar5616@outlook.com,Bronze,127,2024-06-02,Bhopal,+919943662204
C495,Soham Bose,soham.bose314@yahoo.com,Bronze,604,2024-04-05,Mumbai,+918532711433
C496,Manish Verma,manish.verma2018@hotmail.com,Silver,1523,2023-12-31,Lucknow,+917098606132
C497,Mitali Bhardwaj,mitali.bhardwaj797@rediffmail.com,Gold,1925,2025-09-30,Indore,+916084790270
C498,Rupesh Singh,rupesh.singh6829@outlook.com,Bronze,261,2025-06-05,Kanpur,+916657675888
C499,Vikram Gupta,vikram.gupta4934@outlook.com,Silver,674,2025-10-01,Surat,+918601179659
C500,Anjali Kumar,anjali.kumar6863@gmail.com,Bronze,23,2025-08-16,Delhi,+919370518841
C501,Sneha Malhotra,sneha.malhotra3255@rediffmail.com,Bronze,485,2024-08-18,Kolkata,+917537262560
C502,Anjali Chopra,anjali.chopra4840@yahoo.com,Bronze,681,2025-04-14,Kanpur,+918064435929
C503,Asha Joshi,asha.joshi45@gmail.com,Silver,360,2024-03-15,Lucknow,+918122160665
C504,Rahul Patel,rahul.patel8384@gmail.com,Silver,1537,2024-03-05,Lucknow,+916992825867
C505,Sameer Menon,sameer.menon4328@outlook.com,Bronze,169,2024-05-19,Indore,+917247976542
C506,Deepak Rao,deepak.rao6980@gmail.com,Bronze,202,2024-02-13,Lucknow,+918779696951
C507,Anita Rao,anita.rao5858@outlook.com,Gold,2815,2024-08-23,Delhi,+917600399955
C508,Tarun Rao,tarun.rao2997@gmail.com,Bronze,127,2025-03-04,Hyderabad,+918963108379
C509,Rina Malhotra,rina.malhotra6910@yahoo.com,Bronze,309,2025-11-04,Indore,+916684598046
C510,Sneha Chopra,sneha.chopra9679@outlook.com,Silver,701,2025-10-17,Surat,+917631017155
C511,Mitali Das,mitali.das473@yahoo.com,Bronze,354,2025-04-05,Hyderabad,+917892740043
C512,Rupesh Patel,rupesh.patel4287@hotmail.com,Bronze,289,2025-10-17,Kanpur,+918476688619
C513,Ritesh Saxena,ritesh.saxena3670@hotmail.com,Bronze,252,2025-10-27,Delhi,+917859067602
C514,Isha Joshi,isha.joshi7896@hotmail.com,Silver,655,2025-09-09,Indore,+919549523407
C515,Kavita Pandey,kavita.pandey895@gmail.com,Silver,853,2024-05-01,Ahmedabad,+919658758727
C516,Pooja Verma,pooja.verma1227@outlook.com,Bronze,451,2024-10-26,Mumbai,+918177244907
C517,Nisha Bhardwaj,nisha.bhardwaj6204@outlook.com,Silver,1500,2024-02-11,Nagpur,+918461166285
C518,Sameer Patel,sameer.patel8167@outlook.com,Bronze,104,2025-04-15,Mumbai,+916440849718
C519,Rohit Chopra,rohit.chopra588@rediffmail.com,Bronze,319,2024-02-24,Surat,+918738205384
C520,Suman Ahuja,suman.ahuja9214@yahoo.com,Silver,1650,2025-03-04,Pune,+919544683724
C521,Rupesh Joshi,rupesh.joshi7446@hotmail.com,Silver,198,2025-08-18,Kanpur,+918822511659
